customer_id,first_name,last_name,age,employment_length_yrs,housing_status,annual_income,employment_sector,created_at
CUST-000888,Charles,Gonzalez,28,1.4,RENT,"$41,452.36",Services,2022-02-05
CUST-000889,Jennifer,Brown,40,1.2,MORTGAGE,"$172,089.47",Healthcare,2022-07-23
CUST-000890,James,Hernandez,65,1.6,RENT,"$48,036.90",Technology,2022-09-24
CUST-000891,Joseph,Miller,39,1.4,MORTGAGE,"$55,387.29",Services,2022-09-25
CUST-000892,James,Lopez,34,0.3,MORTGAGE,"$22,912.43",Services,2022-06-19
CUST-000893,Thomas,Martinez,22,3.1,OWN,"$52,846.37",Services,2022-02-08
CUST-000894,James,Miller,61,6.6,MORTGAGE,"$128,794.09",Finance,2022-05-19
CUST-000895,Joseph,Gonzalez,28,4.7,MORTGAGE,"$93,275.51",Healthcare,2022-10-19
CUST-000896,Mary,Miller,47,5.6,MORTGAGE,"$36,134.66",Services,2022-02-21
CUST-000897,Susan,Taylor,32,0.4,OWN,"$40,208.83",Public Sector,2022-10-14
CUST-000898,Linda,Martinez,44,15.1,RENT,"$27,848.93",Healthcare,2022-10-16
CUST-000899,Linda,Martinez,52,9.1,RENT,"$32,029.69",Retail,2022-05-21
CUST-000900,Charles,Brown,50,8.2,RENT,"$18,861.80",Public Sector,2022-05-26
CUST-000901,Michael,Martin,37,8.7,RENT,"$46,985.30",Finance,2022-11-10
CUST-000902,Charles,Brown,33,13.5,MORTGAGE,"$104,302.99",Services,2022-07-03
CUST-000903,Jennifer,Miller,51,3.9,MORTGAGE,"$58,554.66",Healthcare,2022-06-01
CUST-000904,Jennifer,Smith,19,1.1,MORTGAGE,"$97,063.38",Manufacturing,2022-07-20
CUST-000905,John,Lopez,52,4.8,RENT,"$83,836.58",Finance,2022-05-08
CUST-000906,Michael,Gonzalez,57,6.8,MORTGAGE,"$37,294.31",Healthcare,2022-10-14
CUST-000907,Charles,Martinez,45,6.7,RENT,"$33,531.70",Retail,2022-11-07
CUST-000908,Linda,Anderson,64,3.7,MORTGAGE,"$34,180.40",Services,2022-09-10
CUST-000909,Elizabeth,Gonzalez,56,0.4,MORTGAGE,"$20,774.24",Technology,2022-09-23
CUST-000910,Karen,Rodriguez,23,2.3,RENT,"$49,819.67",Services,2022-07-07
CUST-000911,Joseph,Rodriguez,26,12.7,RENT,"$18,000.00",Technology,2022-08-18
CUST-000912,Joseph,Anderson,37,4.4,RENT,"$65,887.75",Manufacturing,2022-09-28
CUST-000913,James,Martinez,18,3.9,OWN,"$50,814.67",Finance,2022-09-16
CUST-000914,Karen,Martinez,25,1.6,OWN,"$62,051.50",Retail,2022-10-26
CUST-000915,Michael,Davis,40,2.3,MORTGAGE,"$83,158.87",Healthcare,2022-07-17
CUST-000916,Patricia,Thomas,20,11.3,RENT,"$54,143.72",Healthcare,2022-11-19
CUST-000917,Jennifer,Taylor,21,5.5,MORTGAGE,"$110,833.67",Technology,2022-02-25
CUST-000918,James,Jones,42,7.7,MORTGAGE,"$66,901.25",Retail,2022-11-15
CUST-000919,Robert,Brown,64,3,MORTGAGE,"$33,571.63",Public Sector,2022-07-22
CUST-000920,James,Moore,55,5,RENT,"$43,527.34",Manufacturing,2022-09-28
CUST-000921,Patricia,Jackson,32,1.4,RENT,"$18,000.00",Technology,2022-04-19
CUST-000922,Mary,Brown,38,6.1,MORTGAGE,"$31,222.83",Technology,2022-04-26
CUST-000923,Elizabeth,Miller,52,2.8,RENT,"$40,518.01",Manufacturing,2022-04-02
CUST-000924,Robert,Martinez,70,2.9,RENT,"$64,417.25",Finance,2022-05-18
CUST-000925,Elizabeth,Moore,70,5.2,RENT,"$33,685.39",Healthcare,2022-10-30
CUST-000926,James,Jackson,63,13.8,MORTGAGE,"$26,288.00",Finance,2022-02-26
CUST-000927,Jennifer,Brown,69,0.3,OWN,"$19,076.91",Retail,2022-02-19
CUST-000928,Richard,Martinez,31,8.7,OTHER,"$36,380.61",Public Sector,2022-03-12
CUST-000929,Joseph,Smith,53,1.7,MORTGAGE,"$130,017.70",Services,2022-03-23
CUST-000930,Patricia,Moore,29,2.9,MORTGAGE,"$56,137.17",Education,2022-04-15
CUST-000931,Richard,Jones,34,0.1,RENT,"$78,416.50",Education,2022-03-29
CUST-000932,Karen,Anderson,56,1.8,MORTGAGE,"$31,256.20",Education,2022-01-02
CUST-000933,Joseph,Taylor,26,3.5,RENT,"$22,320.82",Manufacturing,2022-12-26
CUST-000934,Linda,Williams,52,0.3,MORTGAGE,"$26,621.15",Technology,2022-03-25
CUST-000935,Robert,Lopez,30,3.4,RENT,"$46,696.96",Public Sector,2022-02-12
CUST-000936,Joseph,Johnson,32,13.1,RENT,"$18,086.76",Finance,2022-06-03
CUST-000937,Patricia,Smith,35,0.6,RENT,"$29,634.80",Services,2022-11-23
CUST-000938,Barbara,Taylor,68,7.2,RENT,"$36,564.01",Healthcare,2022-04-04
CUST-000939,Richard,Thomas,50,2.6,RENT,"$25,324.75",Education,2022-10-25
CUST-000940,Mary,Jones,23,5.3,RENT,"$18,000.00",Finance,2022-05-13
CUST-000941,Charles,Anderson,44,1.5,OTHER,"$56,660.17",Education,2022-03-06
CUST-000942,Charles,Williams,40,0.9,MORTGAGE,"$50,158.12",Public Sector,2022-10-17
CUST-000943,Patricia,Miller,44,0.9,MORTGAGE,"$72,367.67",Education,2022-09-14
CUST-000944,Patricia,Hernandez,51,0.4,OWN,"$28,135.49",Healthcare,2022-08-01
CUST-000945,David,Martinez,63,1,OTHER,"$71,679.59",Services,2022-05-28
CUST-000946,Robert,Rodriguez,55,5.5,MORTGAGE,"$105,308.78",Retail,2022-03-02
CUST-000947,Karen,Wilson,31,10.7,OWN,"$55,888.13",Retail,2022-05-29
CUST-000948,David,Gonzalez,53,8.4,RENT,"$36,135.53",Public Sector,2022-03-29
CUST-000949,Elizabeth,Johnson,70,5.8,RENT,"$52,708.94",Retail,2022-11-20
CUST-000950,Linda,Williams,25,0.6,MORTGAGE,"$35,281.23",Manufacturing,2022-10-05
CUST-000951,Jennifer,Miller,52,1.7,MORTGAGE,"$32,463.06",Technology,2022-03-23
CUST-000952,Jennifer,Moore,36,1.9,MORTGAGE,"$68,984.02",Manufacturing,2022-05-09
CUST-000953,Linda,Williams,47,1.4,RENT,"$45,728.40",Finance,2022-10-13
CUST-000954,Joseph,Martinez,31,3.6,RENT,"$89,549.59",Manufacturing,2022-12-19
CUST-000955,Susan,Miller,37,3.8,MORTGAGE,"$39,292.48",Finance,2022-10-07
CUST-000956,David,Rodriguez,66,2.2,RENT,"$41,332.84",Finance,2022-09-27
CUST-000957,Barbara,Taylor,42,2.2,MORTGAGE,"$36,928.71",Technology,2022-10-19
CUST-000958,Richard,Hernandez,57,8.8,MORTGAGE,"$27,998.56",Healthcare,2022-07-22
CUST-000959,Linda,Miller,41,7.8,MORTGAGE,"$73,659.80",Services,2022-01-24
CUST-000960,Sarah,Wilson,31,1.8,MORTGAGE,"$146,218.28",Public Sector,2022-12-17
CUST-000961,James,Jackson,43,12.3,OWN,"$40,493.08",Technology,2022-11-07
CUST-000962,Joseph,Brown,55,15.3,MORTGAGE,"$34,882.90",Public Sector,2022-07-27
CUST-000963,Linda,Garcia,40,2,MORTGAGE,"$33,770.34",Retail,2022-10-07
CUST-000964,David,Martinez,39,2.2,MORTGAGE,"$34,896.21",Retail,2022-07-24
CUST-000965,Barbara,Miller,65,3.5,RENT,"$111,847.53",Manufacturing,2022-06-01
CUST-000966,Barbara,Gonzalez,36,14.2,RENT,"$34,226.65",Finance,2022-01-26
CUST-000967,Patricia,Wilson,63,10.5,RENT,"$36,584.01",Education,2022-07-13
CUST-000968,Jessica,Brown,68,0.5,MORTGAGE,"$26,365.80",Education,2022-12-02
CUST-000969,Patricia,Davis,20,2.5,MORTGAGE,"$56,773.47",Public Sector,2022-08-26
CUST-000970,Robert,Jones,59,4,OWN,"$47,400.37",Finance,2022-11-17
CUST-000971,Robert,Smith,36,3.5,RENT,"$27,761.64",Public Sector,2022-03-16
CUST-000972,Linda,Brown,26,1.1,RENT,"$31,369.31",Technology,2022-06-12
CUST-000973,Elizabeth,Williams,45,9.8,OTHER,"$105,500.05",Healthcare,2022-10-26
CUST-000974,Thomas,Rodriguez,37,5.6,RENT,"$49,829.07",Services,2022-01-29
CUST-000975,William,Davis,62,9.1,MORTGAGE,"$51,577.60",Technology,2022-06-14
CUST-000976,Charles,Smith,24,9.8,MORTGAGE,"$51,680.04",Finance,2022-12-03
CUST-000977,Susan,Garcia,31,6.9,MORTGAGE,"$98,450.85",Finance,2022-07-05
CUST-000978,Linda,Rodriguez,26,2.9,RENT,"$29,067.99",Healthcare,2022-02-23
CUST-000979,William,Miller,36,4.7,RENT,"$40,207.24",Public Sector,2022-10-22
CUST-000980,David,Brown,64,0.9,RENT,"$45,049.51",Manufacturing,2022-02-11
CUST-000981,James,Gonzalez,69,5.6,MORTGAGE,"$20,731.55",Manufacturing,2022-10-12
CUST-000982,Susan,Taylor,31,1,MORTGAGE,"$31,005.79",Healthcare,2022-05-18
CUST-000983,Robert,Johnson,55,5.9,RENT,"$82,729.99",Manufacturing,2022-07-06
CUST-000984,Susan,Jones,70,1.3,MORTGAGE,"$71,690.01",Education,2022-07-23
CUST-000985,Patricia,Lopez,53,0.6,OWN,"$78,318.05",Manufacturing,2022-02-11
CUST-000986,James,Davis,57,0.9,RENT,"$36,514.14",Manufacturing,2022-12-16
CUST-000987,Charles,Garcia,34,0,MORTGAGE,"$38,837.92",Manufacturing,2022-10-15
CUST-000988,Linda,Davis,47,6.3,MORTGAGE,"$20,049.66",Education,2022-01-26
CUST-000989,Joseph,Moore,26,6.6,RENT,"$78,117.34",Public Sector,2022-02-25
CUST-000990,Joseph,Williams,50,3.6,RENT,"$84,823.35",Manufacturing,2022-09-10
CUST-000991,William,Lopez,69,0.9,MORTGAGE,"$84,285.11",Retail,2022-05-02
CUST-000992,William,Williams,42,0.4,OWN,"$109,321.20",Education,2022-04-16
CUST-000993,Elizabeth,Garcia,31,0.1,OWN,"$60,539.68",Healthcare,2022-05-10
CUST-000994,Karen,Johnson,28,0.9,MORTGAGE,"$106,770.92",Technology,2022-12-03
CUST-000995,William,Lopez,70,11.1,MORTGAGE,"$44,345.33",Healthcare,2022-06-07
CUST-000996,John,Johnson,52,1.4,RENT,"$20,261.84",Technology,2022-08-19
CUST-000997,Karen,Garcia,58,2.2,MORTGAGE,"$75,384.91",Services,2022-11-04
CUST-000998,David,Taylor,31,0.6,MORTGAGE,"$19,891.65",Healthcare,2022-04-01
CUST-000999,Jennifer,Williams,47,1.3,RENT,"$53,375.17",Retail,2022-01-22
CUST-001000,Mary,Johnson,58,3.7,MORTGAGE,"$79,036.25",Technology,2022-10-17
